date,Temp_air_celsius,Hum_relative,Vitesse_vent_m_s,Vent_direction_moy_deg,Vent_direction_sd_deg,Rg_W_m2,Rg_kJ_m2,R_net_W_m2,R_net_corr_W_m2,Pluie_mm,Patm_kPa,NDVI_red_mV,NDVI_PIR_mV
01/01/2021 00:00,-2.333,93.5,0.038,233.7,0.008,0,0,-39.1,-39.1,0,100.4,0,-4.848
01/01/2021 00:30,-2.708,93.6,0,0,0,0,0,-41.46,-41.46,0,100.4,0,-4.839
01/01/2021 01:00,-2.833,93.9,0,0,0,0,0,-29.1,-29.1,0,100.4,0,-4.426
01/01/2021 01:30,-2.864,93.8,0,238.1,0,0,0,-23.05,-23.05,0,100.4,0,-4.13
01/01/2021 02:00,-2.878,94,0.43,20.07,0.078,0,0,-22.21,-22.21,0,100.4,0,-3.87
01/01/2021 02:30,-2.545,94.2,0,199.8,0.002,0,0,-19.94,-19.94,0,100.4,0,-3.648
01/01/2021 03:00,-2.358,94.1,0.094,238.4,0.016,0,0,-19,-19,0,100.5,-0.002,-3.856
01/01/2021 03:30,-2.372,94,0.151,318.7,0.037,0,0,-24.89,-24.89,0,100.5,0,-4.079
01/01/2021 04:00,-2.39,94.2,0.195,340.1,0.11,0,0,-29.78,-29.78,0,100.5,0,-4.328
01/01/2021 04:30,-2.335,94.2,0.191,276.6,0.043,0,0,-37.67,-37.67,0,100.5,0,-4.642
01/01/2021 05:00,-2.632,94,0,0,0,0,0,-45.21,-45.21,0,100.5,0,-4.436
01/01/2021 05:30,-2.705,94.3,0,0,0,0,0,-41.37,-41.37,0,100.5,0,-3.965
01/01/2021 06:00,-2.59,94.5,0,0,0,0,0,-39.1,-39.1,0,100.5,0,-3.591
01/01/2021 06:30,-2.71,94.1,0,342.1,0,0,0,-36.58,-36.58,0,100.5,0,-3.795
01/01/2021 07:00,-2.556,94.7,0.257,15.34,0.035,0,0,-37.62,-37.62,0,100.5,0,-3.891
01/01/2021 07:30,-1.697,94.9,1.078,30.38,0.139,0,0,-47.4,-47.4,0,100.6,0,-4.05
01/01/2021 08:00,-1.581,93.9,0.404,36.42,0.085,0,0,-53.35,-53.35,0,100.6,0,-4.009
01/01/2021 08:30,-1.966,93.4,0.19,335.7,0.034,4.258,0.021,-48.83,-48.83,0,100.6,0,-3.767
01/01/2021 09:00,-1.989,93.4,0.282,299.6,0.039,34.56,0.173,-39.35,-39.35,0,100.7,0.124,-2.894
01/01/2021 09:30,-1.258,92.8,0,0,0,130.8,0.654,-10.32,-10.32,0,100.7,0.421,-0.271
01/01/2021 10:00,0.726,91.3,0.067,91,0.041,235.1,1.176,13.68,13.68,0,100.7,0.536,10.96
01/01/2021 10:30,2.492,83.4,0.417,80.7,0.106,211.4,1.057,63.61,63.61,0,100.7,0.491,15.12
01/01/2021 11:00,2.392,78.97,0.975,49.51,0.131,251.5,1.258,111.3,111.3,0.2,100.8,0.517,15.48
01/01/2021 11:30,3.138,74.65,1.271,38.81,0.134,277.4,1.387,141.4,141.4,0,100.8,0.66,16.14
01/01/2021 12:00,3.719,71.79,1.581,30.73,0.14,292.1,1.46,121.7,121.7,0,100.8,0.777,16.46
01/01/2021 12:30,4.234,67.87,1.749,34.14,0.129,295,1.475,127.4,127.4,0,100.7,0.853,16.22
01/01/2021 13:00,4.713,64.37,1.412,41.86,0.126,285.5,1.428,124.3,124.3,0,100.7,0.918,16.64
01/01/2021 13:30,5.037,62.92,1.631,38.12,0.118,264.9,1.324,113.2,113.2,0,100.7,0.968,16.65
01/01/2021 14:00,5.043,61.14,1.367,45.99,0.122,232.9,1.165,94.8,94.8,0,100.7,0.979,17.85
01/01/2021 14:30,5.111,61.62,1.795,23.16,0.138,192,0.96,70.75,70.75,0,100.7,0.954,17.98
01/01/2021 15:00,4.954,62.02,1.557,25.54,0.144,145.3,0.727,39.92,39.92,0,100.8,0.917,13.06
01/01/2021 15:30,4.592,66.56,1.705,9.23,0.155,93,0.465,9.95,9.95,0,100.8,0.612,11.2
01/01/2021 16:00,3.996,70.41,1.28,1.075,0.148,43.15,0.216,-19.85,-19.85,0,100.8,0.408,11.41
01/01/2021 16:30,3.208,75.04,0.788,1.481,0.133,5.52,0.028,-51.72,-51.72,0,100.8,0.003,9.79
01/01/2021 17:00,1.976,80.2,0.613,1.493,0.168,0,0,-59.66,-59.66,0,100.9,-0.073,9.49
01/01/2021 17:30,1.508,83.9,0.677,342.9,0.149,0,0,-60.2,-60.2,0,100.9,-0.07,9.35
01/01/2021 18:00,1.052,85.6,0.213,336.5,0.092,0,0,-58.66,-58.66,0,100.9,-0.068,9.83
01/01/2021 18:30,0.096,87.3,0.336,336.5,0.154,0,0,-56.62,-56.62,0,100.9,-0.068,9.66
01/01/2021 19:00,-0.768,89.3,0.124,336.5,0.07,0,0,-53.3,-53.3,0,100.9,-0.132,5.873
01/01/2021 19:30,-1.101,90.6,0.599,336.2,0.176,0,0,-56.23,-56.23,0,100.9,-0.068,-0.979
01/01/2021 20:00,-1.096,91.4,0.58,311.6,0.059,0,0,-57.11,-57.11,0,101,-0.068,-1.691
01/01/2021 20:30,-1.739,92.2,0,0,0,0,0,-53.88,-53.88,0,101,-0.068,-0.653
01/01/2021 21:00,-1.752,92.1,0.128,297.9,0.016,0.191,0.001,-55.11,-55.11,0,101,-0.068,-0.236
01/01/2021 21:30,-2.135,92.8,0,301.5,0.001,0,0,-38.98,-38.98,0,101,-0.067,0.377
01/01/2021 22:00,-1.753,93,0.38,311.7,0.066,0,0,-30.07,-30.07,0,101,-0.068,1.354
01/01/2021 22:30,-1.671,92.9,0.188,310.3,0.026,0,0,-26.85,-26.85,0,101.1,-0.068,1.74
01/01/2021 23:00,-1.674,93,0,0,0,0,0,-27.69,-27.69,0,101.1,-0.068,1.743
01/01/2021 23:30,-1.508,93.2,0,0,0,0,0,-18.45,-18.45,0,101.1,-0.068,2.137
02/01/2021 00:00,-1.177,93.2,0,326.9,0,0,0,-28.5,-28.5,0,101.1,-0.068,2.398
02/01/2021 00:30,-1.261,93,0,0,0,0,0,-44.66,-44.66,0,101.1,-0.068,1.186
02/01/2021 01:00,-1.928,92.9,0,0,0,0,0,-47.2,-47.2,0,101.1,-0.066,-0.136
02/01/2021 01:30,-2.26,93.5,0,0,0,0,0,-33.33,-33.33,0,101.1,-0.068,0.23
02/01/2021 02:00,-1.785,93.9,0,0,0,0.09,0,-19.85,-19.85,0,101.1,-0.068,1.001
02/01/2021 02:30,-1.707,93.1,0,0,0,0,0,-38.55,-38.55,0,101.1,-0.068,0.474
02/01/2021 03:00,-1.922,93.6,0.098,325.8,0.051,0,0,-27.85,-27.85,0,101.1,-0.068,0.548
02/01/2021 03:30,-1.998,93.4,0,0,0,0,0,-43.87,-43.87,0,101.1,-0.065,0.102
02/01/2021 04:00,-2.102,94,0,0,0,0,0,-51.03,-51.03,0,101.1,-0.06,-0.056
02/01/2021 04:30,-2.286,93.6,0.057,315.1,0.013,0,0,-49.38,-49.38,0,101.1,-0.06,-0.051
02/01/2021 05:00,-2.671,93.6,0,0,0,0,0,-49.07,-49.07,0,101.1,-0.038,-0.24
02/01/2021 05:30,-2.929,94.1,0,0,0,0,0,-49.6,-49.6,0,101.1,-0.032,-0.297
02/01/2021 06:00,-3.089,94,0,0,0,0,0,-46.05,-46.05,0,101.2,-0.009,-0.544
02/01/2021 06:30,-3.222,94,0.043,315.1,0.016,0,0,-42.94,-42.94,0,101.2,-0.024,-0.447
02/01/2021 07:00,-3.352,94,0.038,315,0.013,0,0,-50.56,-50.56,0,101.2,-0.012,-0.5
02/01/2021 07:30,-3.162,94.1,0.118,315,0.043,0,0,-31.71,-31.71,0,101.2,-0.039,-0.162
02/01/2021 08:00,-2.838,94.1,0.339,293.5,0.041,0.894,0.004,-7.742,-7.742,0,101.2,-0.068,0.569
02/01/2021 08:30,-2.389,93.9,0.291,160.8,0.062,10.75,0.054,-25.58,-25.58,0,101.3,-0.009,0.993
02/01/2021 09:00,-2.161,93.9,0.56,353.9,0.079,45.65,0.228,-30.05,-30.05,0,101.3,0.123,1.588
02/01/2021 09:30,-0.958,93.5,0,72.93,0,111.7,0.559,-7.921,-7.921,0,101.3,0.331,14.1
02/01/2021 10:00,0.663,92.3,0,0,0,206.5,1.032,30.57,30.57,0,101.3,0.498,23.88
02/01/2021 10:30,1.162,89.5,0.594,257.7,0.145,201.1,1.006,64.36,64.36,0,101.3,0.504,19.69
02/01/2021 11:00,1.973,88.7,0.358,265.7,0.089,200.3,1.001,96.4,96.4,0.2,101.3,0.354,17.8
02/01/2021 11:30,2.475,87.1,0.476,281.2,0.112,170.9,0.854,99.2,99.2,0,101.3,0.181,20.01
02/01/2021 12:00,2.691,87.8,0.59,286.2,0.105,135.9,0.679,71.51,71.51,0,101.3,0.067,24.87
02/01/2021 12:30,3.456,87.8,0.742,294,0.139,159.3,0.797,73.12,73.12,0,101.2,0.111,27.02
02/01/2021 13:00,4.259,87,1.004,282.5,0.139,116.7,0.583,53.28,53.28,0,101.2,0.046,27.25
02/01/2021 13:30,4.685,86.3,0.673,299.7,0.097,110.8,0.554,56.65,56.65,0,101.2,0.037,27.31
02/01/2021 14:00,5.192,85.9,0.825,297.7,0.134,101.2,0.506,48.37,48.37,0,101.2,0.033,28.04
02/01/2021 14:30,5.373,86.1,1.149,303.9,0.139,54.21,0.271,7.698,7.698,0,101.2,-0.053,28.37
02/01/2021 15:00,5.038,86.7,1.871,317.6,0.122,22.76,0.114,-13.58,-13.58,0,101.2,-0.135,27.31
02/01/2021 15:30,4.637,87,1.072,342.8,0.12,28.93,0.145,-5.488,-5.488,0.2,101.2,-0.136,28.4
02/01/2021 16:00,4.537,87.6,1.221,310.7,0.126,22.57,0.113,-7.014,-7.014,0,101.2,-0.136,28.91
02/01/2021 16:30,4.458,88.4,0.754,310.1,0.096,5.679,0.028,-11.52,-11.52,0,101.2,-0.164,28.32
02/01/2021 17:00,4.369,89.9,0.878,294.6,0.11,0,0,-12.08,-12.08,0.2,101.2,-0.203,27.78
02/01/2021 17:30,4.223,90.6,1.34,313.2,0.125,0,0,-14.42,-14.42,0,101.2,-0.203,27.49
02/01/2021 18:00,3.728,89,0.958,326.9,0.093,0,0,-21.22,-21.22,0,101.2,-0.203,26.87
02/01/2021 18:30,3.499,86.9,0.538,312.8,0.061,0,0,-22.69,-22.69,0,101.2,-0.203,26.83
02/01/2021 19:00,3.193,86.7,0.212,285.9,0.04,0,0,-43.46,-43.46,0,101.2,-0.179,26.33
02/01/2021 19:30,2.327,88.2,0.539,275.7,0.076,0,0,-50.79,-50.79,0,101.2,-0.136,26.43
02/01/2021 20:00,2.183,90.3,0.167,283.5,0.041,0,0,-42.75,-42.75,0,101.2,-0.137,26.26
02/01/2021 20:30,1.908,90.7,0,0,0,0,0,-28.29,-28.29,0,101.2,-0.136,26.43
02/01/2021 21:00,1.535,90.9,0,0,0,0,0,-30.81,-30.81,0,101.2,-0.136,25.53
02/01/2021 21:30,1.185,91.5,0,264.6,0.002,0,0,-28.95,-28.95,0,101.1,-0.136,25.62
02/01/2021 22:00,1.232,91.9,0.326,278.6,0.137,0,0,-21.95,-21.95,0.2,101.1,-0.136,25.52
02/01/2021 22:30,1.218,92,0.25,281.8,0.091,0,0,-21.43,-21.43,0,101.1,-0.136,25.55
02/01/2021 23:00,1.239,92.2,0.445,300.1,0.082,0,0,-22.73,-22.73,0,101.1,-0.136,25.3
02/01/2021 23:30,1.069,91.9,0.37,255.8,0.095,0,0,-28.14,-28.14,0,101.1,-0.136,25.37
03/01/2021 00:00,0.813,92,0,0,0,0,0,-22.86,-22.86,0,101,-0.136,25.43
03/01/2021 00:30,0.541,92.2,0,0,0,0,0,-5.165,-5.165,0,101,-0.136,25.16
03/01/2021 01:00,0.679,92.4,0,0,0,0,0,-5.353,-5.353,0,101,-0.136,25.17
03/01/2021 01:30,0.933,92.7,0.026,35.9,0.01,0,0,-4.634,-4.634,0,101,-0.136,25.19
03/01/2021 02:00,1.171,92.8,0.317,35.51,0.071,0,0,-6.951,-6.951,0,101,-0.136,24.83
03/01/2021 02:30,1.3,92.9,0,0,0,0,0,-14.03,-14.03,0,101,-0.136,24.58
03/01/2021 03:00,1.133,92.7,0,0,0,0,0,-29.71,-29.71,0,100.9,-0.124,24.09
03/01/2021 03:30,0.839,93,0,0,0,0,0,-34.66,-34.66,0,100.9,-0.098,24.22
03/01/2021 04:00,0.369,93.1,0,0,0,0,0,-27.39,-27.39,0,100.9,-0.105,24.38
03/01/2021 04:30,0.328,93.3,0,0,0,0,0,-25.81,-25.81,0,100.9,-0.104,23.78
03/01/2021 05:00,0.19,93.5,0,0,0,0,0,-20.3,-20.3,0,100.9,-0.116,23.46
03/01/2021 05:30,0.177,93.7,0.104,311.8,0.032,0,0,-27.86,-27.86,0,100.9,-0.068,23.15
03/01/2021 06:00,0.193,93.8,0.456,349.1,0.09,0,0,-26.84,-26.84,0,100.9,-0.068,22.72
03/01/2021 06:30,0.325,94.3,0.583,324.3,0.097,0,0,-8.82,-8.82,0,100.9,-0.132,22.96
03/01/2021 07:00,0.427,94.3,0.753,1.475,0.147,0.027,0,-4.172,-4.172,0.2,100.9,-0.136,22.54
03/01/2021 07:30,0.855,94.4,0.558,37.91,0.134,0,0,-21.35,-21.35,0,100.9,-0.122,22.44
03/01/2021 08:00,0.745,94.1,0,41.59,0,0.37,0.002,-42.71,-42.71,0,100.9,-0.068,21.52
03/01/2021 08:30,0.211,94.2,0,0,0,16.37,0.082,-41.88,-41.88,0,100.9,-0.047,21.98
03/01/2021 09:00,0.136,94.4,0.126,72.04,0.061,32.39,0.162,-26.08,-26.08,0,100.9,-0.004,21.75
03/01/2021 09:30,0.418,94.5,0.021,73.48,0.028,58.09,0.29,17.61,17.61,0,100.9,-0.039,22.51
03/01/2021 10:00,0.836,94.2,0.595,55.13,0.106,62.3,0.311,25.48,25.48,0,101,-0.061,23.44
03/01/2021 10:30,1.201,94.1,0.697,59.78,0.133,91.2,0.456,50.24,50.24,0,101,-0.013,24.54
03/01/2021 11:00,1.737,93.6,0.875,65.78,0.147,109.3,0.546,68.55,68.55,0,101,0.03,25.39
03/01/2021 11:30,2.301,92.5,0.668,59.88,0.123,73.66,0.368,50.73,50.73,0,101,-0.019,25.27
03/01/2021 12:00,2.865,90.7,0.953,63.75,0.138,119.5,0.598,63.94,63.94,0,101,0.098,26.46
03/01/2021 12:30,3.464,87.3,1.187,61.36,0.143,162.9,0.815,80,80,0,100.9,0.171,27.03
03/01/2021 13:00,3.988,85,1.329,81,0.15,120.3,0.601,59.56,59.56,0,100.9,0.071,26.63
03/01/2021 13:30,3.902,84.3,1.25,99.4,0.152,54.53,0.273,24.73,24.73,0,100.9,-0.043,25.53
03/01/2021 14:00,4.212,83.3,1.375,85.3,0.156,78.06,0.39,36.21,36.21,0,100.9,-0.001,25.99
03/01/2021 14:30,4.278,80.7,1.537,86.8,0.152,37.69,0.188,9.57,9.57,0,100.9,-0.068,25.17
03/01/2021 15:00,4.142,78.98,0.96,67.15,0.155,62.88,0.314,7.736,7.736,0,100.9,0.014,25.27
03/01/2021 15:30,4.597,76.29,0.834,56.38,0.135,115.2,0.576,38.47,38.47,0,100.9,0.519,26.97
03/01/2021 16:00,4.895,74.33,0.989,32.14,0.122,55.04,0.275,-3.381,-3.381,0,100.9,0.287,27.1
03/01/2021 16:30,4.076,79.09,0.763,33.15,0.136,5.002,0.025,-27.99,-27.99,0,100.9,-0.102,25.34
03/01/2021 17:00,3.44,79.88,1.235,31.15,0.144,0,0,-47.38,-47.38,0,100.9,-0.129,24.38
03/01/2021 17:30,3.496,76.99,1.209,40.21,0.131,0,0,-21.2,-21.2,0,101,-0.136,24.15
03/01/2021 18:00,3.502,75.88,1.062,39.1,0.125,0,0,-17.14,-17.14,0,101,-0.136,23.92
03/01/2021 18:30,3.279,76.64,1.118,26.74,0.15,0,0,-25.35,-25.35,0,101,-0.136,23.25
03/01/2021 19:00,2.307,82.5,0.883,15.67,0.154,0,0,-38.36,-38.36,0,101,-0.136,22.13
03/01/2021 19:30,2.116,81.5,1.234,22.72,0.143,0,0,-57.9,-57.9,0,101,-0.136,21.35
03/01/2021 20:00,1.554,83.4,1.056,20.16,0.142,0,0,-56.48,-56.48,0,101,-0.136,20.76
03/01/2021 20:30,1.387,85.6,0.967,31.68,0.144,0,0,-49.03,-49.03,0,101.1,-0.136,20.77
03/01/2021 21:00,1.443,86.7,0.844,40.83,0.125,0,0,-48.71,-48.71,0,101.1,-0.136,20.91
03/01/2021 21:30,1.266,87,0.422,59.09,0.111,0,0,-58.87,-58.87,0,101.1,-0.13,21.04
03/01/2021 22:00,1.003,87.8,0.5,28.16,0.113,0,0,-43.21,-43.21,0,101.1,-0.136,20.58
03/01/2021 22:30,0.761,88.6,0.793,8.34,0.15,0,0,-29.56,-29.56,0,101.1,-0.136,20.89
03/01/2021 23:00,0.768,89,0.795,12.7,0.179,0,0,-20.37,-20.37,0,101.1,-0.146,21.62
03/01/2021 23:30,0.834,89.3,0.406,21.4,0.15,0,0,-38.13,-38.13,0,101.1,-0.136,21.46
04/01/2021 00:00,0.61,89.7,0.386,76.33,0.133,0,0,-60.91,-60.91,0,101,-0.126,20.93
04/01/2021 00:30,0.266,90,0.684,32.98,0.119,0,0,-59.06,-59.06,0,101.1,-0.113,19.96
04/01/2021 01:00,-0.444,90.4,1.21,2.287,0.159,0,0,-58.71,-58.71,0,101.1,-0.136,19.7
04/01/2021 01:30,-0.392,90.9,0.996,352.7,0.162,0,0,-54.09,-54.09,0,101,-0.135,19.24
04/01/2021 02:00,-0.651,91.2,0.944,349.9,0.161,0,0,-43.21,-43.21,0,101,-0.136,19.08
04/01/2021 02:30,-0.555,91.3,0.92,2.776,0.135,0,0,-15.41,-15.41,0,101,-0.136,19.24
04/01/2021 03:00,-0.158,91.3,1.384,7.015,0.163,0,0,-10.94,-10.94,0,101,-0.179,19.3
04/01/2021 03:30,0.344,90.3,1.357,14.36,0.154,0,0,-9.42,-9.42,0,101,-0.203,19.11
04/01/2021 04:00,0.545,89.4,1.535,16.2,0.15,0,0,-9.91,-9.91,0,101,-0.203,19.22
04/01/2021 04:30,0.84,88.1,1.765,15.88,0.149,0,0,-11.65,-11.65,0,101,-0.203,19.72
04/01/2021 05:00,1.107,86.4,1.849,26.67,0.147,0,0,-12.32,-12.32,0,101,-0.203,20.1
04/01/2021 05:30,1.075,87.1,1.531,31.6,0.137,0,0,-21.31,-21.31,0,101,-0.195,20.03
04/01/2021 06:00,0.454,89.5,1.211,7.31,0.163,0,0,-10.82,-10.82,0,101,-0.167,20.24
04/01/2021 06:30,0.411,91.2,1.566,2.772,0.148,0,0,-28.47,-28.47,0,101,-0.195,20.13
04/01/2021 07:00,0.492,91.9,1.612,5.371,0.151,0,0,-8.98,-8.98,0.2,101,-0.136,20.06
04/01/2021 07:30,0.551,92.3,1.891,7.309,0.157,0,0,-10.26,-10.26,0.4,101,-0.137,20.29
04/01/2021 08:00,0.684,92.5,1.766,12.1,0.151,0.13,0.001,-10.2,-10.2,0.2,101,-0.148,20.3
04/01/2021 08:30,0.879,92.5,1.244,11.53,0.148,2.703,0.014,-9.05,-9.05,0,101,-0.136,19.97
04/01/2021 09:00,1.036,92.3,1.297,5.516,0.151,15.88,0.079,-5.685,-5.685,0,101,-0.136,20.27
04/01/2021 09:30,1.213,91.9,1.328,350.9,0.144,24.66,0.123,1.27,1.27,0,101,-0.136,20.08
04/01/2021 10:00,1.381,91.5,1.55,348.7,0.147,32.13,0.161,6.045,6.045,0,101,-0.136,20.44
04/01/2021 10:30,1.483,91.1,2.348,349.7,0.145,45.44,0.227,12.83,12.83,0,101.1,-0.109,20.65
04/01/2021 11:00,1.83,90.2,1.962,340.5,0.15,82.3,0.411,30.22,30.22,0,101,-0.054,21.16
04/01/2021 11:30,2.475,87.8,1.848,342.6,0.143,112.1,0.56,46.14,46.14,0,101,0.002,22.31
04/01/2021 12:00,3.228,81.6,2.622,358.5,0.148,130.2,0.651,65.02,65.02,0,101,0.046,22.97
04/01/2021 12:30,3.626,77.47,2.881,359.8,0.156,147.2,0.736,73.21,73.21,0,100.9,0.101,23.55
04/01/2021 13:00,3.681,79.52,2.653,18.55,0.144,110.2,0.551,16.92,16.92,0,100.9,0.04,23.56
04/01/2021 13:30,3.541,81.5,1.995,32.06,0.135,71.31,0.357,3.528,3.528,0,100.9,-0.05,22.7
04/01/2021 14:00,3.444,81.8,1.771,37.09,0.134,73.84,0.369,2.206,2.206,0,100.8,-0.065,22.44
04/01/2021 14:30,3.366,82.9,1.796,43.39,0.126,52.04,0.26,-5.627,-5.627,0.2,100.8,-0.098,22.06
04/01/2021 15:00,3.133,84.6,1.801,42.48,0.125,61.83,0.309,-0.792,-0.792,0.2,100.8,-0.081,22.26
04/01/2021 15:30,2.985,85.4,1.782,43.2,0.126,41.16,0.206,-11.72,-11.72,0,100.9,-0.119,21.77
04/01/2021 16:00,2.789,83.8,1.769,40.22,0.129,18.79,0.094,-19.64,-19.64,0,100.9,-0.137,20.89
04/01/2021 16:30,2.395,83.8,0.98,33.43,0.097,4.501,0.023,-35.28,-35.28,0,100.9,-0.164,20.52
04/01/2021 17:00,1.96,86.5,0.483,21.87,0.089,0.016,0,-21.06,-21.06,0,100.9,-0.16,20.11
04/01/2021 17:30,1.745,88.1,0.606,12,0.088,0,0,-23.91,-23.91,0,100.9,-0.167,19.7
04/01/2021 18:00,1.371,88.6,0.723,17.09,0.101,0,0,-42.88,-42.88,0,100.9,-0.136,19.34
04/01/2021 18:30,1.29,89.7,1.173,21.76,0.149,0,0,-25.57,-25.57,0,101,-0.137,19.19
04/01/2021 19:00,1.548,89.6,1.276,24.21,0.144,0,0,-15.32,-15.32,0,101,-0.172,19.23
04/01/2021 19:30,1.741,89.2,1.86,20.53,0.15,0,0,-27.34,-27.34,0,101,-0.183,19.42
04/01/2021 20:00,1.514,89.3,1.885,17.27,0.151,0,0,-27.33,-27.33,0,101,-0.136,19.66
04/01/2021 20:30,1.622,89,1.855,24.45,0.149,0,0,-26.17,-26.17,0,101,-0.136,19.27
04/01/2021 21:00,1.731,87.9,2.013,23.42,0.15,0,0,-23.96,-23.96,0,101,-0.136,19.28
04/01/2021 21:30,1.712,87.6,2.307,20.13,0.147,0,0,-16.87,-16.87,0,101,-0.138,19.15
04/01/2021 22:00,1.663,88.3,2.152,23.6,0.145,0,0,-13.94,-13.94,0,101.1,-0.141,19.07
04/01/2021 22:30,1.666,88.6,1.917,22.14,0.146,0,0,-13.32,-13.32,0,101.1,-0.166,19.07
04/01/2021 23:00,1.667,88.7,1.865,18.78,0.144,0,0,-15.34,-15.34,0,101.1,-0.139,18.86
04/01/2021 23:30,1.659,88.8,1.98,15.92,0.152,0,0,-17.39,-17.39,0,101.1,-0.138,19.25
05/01/2021 00:00,1.618,89.2,2.017,16.9,0.153,0,0,-17.75,-17.75,0,101.1,-0.136,19.33
05/01/2021 00:30,1.599,89.2,2.076,18.3,0.141,0,0,-18.42,-18.42,0,101.1,-0.136,19.24
05/01/2021 01:00,1.647,89.1,2.165,21.85,0.149,0,0,-16.98,-16.98,0,101.1,-0.136,19.31
05/01/2021 01:30,1.655,88.7,2.204,21.42,0.141,0,0,-16.43,-16.43,0,101.1,-0.136,19.16
05/01/2021 02:00,1.73,88,1.895,28.8,0.141,0,0,-14.37,-14.37,0,101.1,-0.136,19.11
05/01/2021 02:30,1.769,87.1,1.142,34.17,0.134,0,0,-14.91,-14.91,0,101.1,-0.136,18.86
05/01/2021 03:00,1.943,85.3,1.379,36.72,0.131,0,0,-16.27,-16.27,0,101.1,-0.136,18.41
05/01/2021 03:30,1.895,83.5,1.713,31.3,0.138,0,0,-36.05,-36.05,0,101.1,-0.136,18.79
05/01/2021 04:00,1.225,86,1.753,18.8,0.154,0,0,-36.14,-36.14,0,101.1,-0.136,18.6
05/01/2021 04:30,1.25,87.1,1.972,17.42,0.151,0,0,-16.42,-16.42,0,101.1,-0.136,18.23
05/01/2021 05:00,1.32,87.4,1.845,25.6,0.141,0,0,-15.2,-15.2,0,101.1,-0.136,18.19
05/01/2021 05:30,1.345,86.7,1.58,11.7,0.155,0,0,-15.86,-15.86,0,101.1,-0.136,18.48
05/01/2021 06:00,1.073,87.5,1.308,17.51,0.154,0,0,-28.82,-28.82,0,101.1,-0.136,17.2
05/01/2021 06:30,1.039,87.6,1.779,21.51,0.147,0,0,-37.29,-37.29,0,101.2,-0.136,17.05
05/01/2021 07:00,0.228,88.2,1.771,15.66,0.15,0,0,-60.48,-60.48,0,101.2,-0.136,16.75
05/01/2021 07:30,0.026,89.5,1.716,13,0.155,0,0,-52.38,-52.38,0,101.2,-0.136,16.03
05/01/2021 08:00,-0.375,90,1.612,9.31,0.156,0.1,0.001,-62.37,-62.37,0,101.2,-0.111,16.14
05/01/2021 08:30,-0.339,90.5,1.701,14.14,0.154,8.52,0.043,-54.41,-54.41,0,101.2,-0.071,16.49
05/01/2021 09:00,0,90.1,1.279,9.53,0.159,35.42,0.177,-35.72,-35.72,0,101.2,0.018,16.58
05/01/2021 09:30,0.868,88.6,1.23,8.73,0.154,88.9,0.445,1.383,1.383,0,101.2,0.311,17.94
05/01/2021 10:00,2.17,83.6,1.814,15.53,0.15,215.5,1.078,79.98,79.98,0,101.2,0.577,20.1
05/01/2021 10:30,3.644,77.48,2.808,15.06,0.152,302.7,1.513,149.8,149.8,0,101.3,0.785,19.95
05/01/2021 11:00,3.834,76.03,2.944,14.59,0.148,215.3,1.077,101.3,101.3,0,101.3,0.414,18.87
05/01/2021 11:30,3.483,77.34,2.498,21.02,0.148,134.2,0.671,54.99,55,0,101.2,0.157,19.68
05/01/2021 12:00,3.596,78.8,2.254,13.36,0.148,146.3,0.732,55.08,55.08,0,101.2,0.172,20.58
05/01/2021 12:30,4.161,77.2,2.596,4.958,0.159,159.2,0.796,70.79,70.79,0,101.2,0.181,20.06
05/01/2021 13:00,4.414,76.66,2.614,12.09,0.147,177.4,0.887,83,83,0,101.1,0.238,21.31
05/01/2021 13:30,4.526,74.98,2.269,23.28,0.14,77.14,0.386,37.69,37.69,0,101.1,-0.006,19.65
05/01/2021 14:00,4.487,71.59,1.808,44.59,0.126,71.88,0.359,32.69,32.69,0,101.1,-0.018,19.62
05/01/2021 14:30,4.462,70.5,1.46,56.56,0.132,65.58,0.328,29.3,29.3,0,101.1,-0.046,19.8
05/01/2021 15:00,4.198,73.01,1.278,47.5,0.127,43.05,0.215,13.59,13.59,0,101.1,-0.077,21.25
05/01/2021 15:30,4.081,72.05,2.071,36.65,0.136,33.66,0.168,4.432,4.432,0,101.1,-0.102,20.97
05/01/2021 16:00,3.819,73.86,1.626,41.71,0.127,15.8,0.079,-8.74,-8.74,0,101.1,-0.136,19.65
05/01/2021 16:30,3.642,75.94,1.339,56.22,0.127,5.805,0.029,-13.25,-13.25,0,101.1,-0.136,18.64
05/01/2021 17:00,3.435,76.95,1.181,61.82,0.138,0.046,0,-16.31,-16.31,0,101.2,-0.136,18.66
05/01/2021 17:30,3.324,77.84,1.01,56.42,0.141,0,0,-16.88,-16.88,0,101.2,-0.136,18.37
05/01/2021 18:00,3.257,78.14,0.966,34.62,0.133,0,0,-17.21,-17.21,0,101.2,-0.136,18.22
05/01/2021 18:30,3.18,77,1.109,48.37,0.126,0,0,-17.8,-17.8,0,101.2,-0.136,18.15
05/01/2021 19:00,3.066,77.08,1.03,41.73,0.126,0,0,-17.06,-17.06,0,101.2,-0.136,18.13
05/01/2021 19:30,2.925,78.22,0.941,39.49,0.126,0,0,-17.47,-17.47,0,101.2,-0.136,18.43
05/01/2021 20:00,2.763,78.84,1.451,42.64,0.129,0,0,-17.76,-17.76,0,101.2,-0.136,18.34
