date,Temp_air_celsius,Hum_relative,Vitesse_vent_m_s,Vent_direction_moy_deg,Vent_direction_sd_deg,Rg_W_m2,Rg_kJ_m2,R_net_W_m2,R_net_corr_W_m2,Pluie_mm,Patm_kPa,NDVI_red_mV,NDVI_PIR_mV
04/06/2021 11:30,16.72,66.7,2.678,344.1,0.144,560.2,2.801,347.3,347.3,0,102,3.272,8.32
04/06/2021 12:00,17.36,64.19,2.742,348.6,0.143,670.8,3.354,423.6,423.7,0,102,4.095,9.8
04/06/2021 12:30,17.26,63.44,2.49,344.6,0.144,521.9,2.609,317,317,0,102,3.205,7.939
04/06/2021 13:00,17.88,61.72,2.522,347.6,0.144,592.7,2.964,369,369,0,102,3.756,9.16
04/06/2021 13:30,18.32,60.59,2.325,348.1,0.136,592.9,2.964,372.6,372.6,0,102,3.924,9.47
04/06/2021 14:00,18.55,58,2.972,334.1,0.14,879,4.393,579.5,579.5,0,102,6.321,14.21
04/06/2021 14:30,18.97,54.56,2.81,340.7,0.14,846,4.229,553,553,0,102,6.672,14.1
04/06/2021 15:00,18.9,52.57,2.854,337.8,0.136,741.5,3.707,474.8,474.9,0,102,6.134,12.71
04/06/2021 15:30,18.83,50.55,2.709,339.2,0.134,697.7,3.488,438.3,438.4,0,102,5.934,12.36
04/06/2021 16:00,18.71,48.62,2.866,340.9,0.139,625.8,3.129,379.5,379.6,0,102,5.39,11.41
04/06/2021 16:30,18.76,49.14,2.435,355.5,0.143,551.2,2.756,320,320,0,102,4.745,10.31
04/06/2021 17:00,18.9,49.23,1.962,12.96,0.141,466.3,2.331,254.4,254.4,0,102,3.991,8.91
04/06/2021 17:30,18.59,48.12,2.094,12.84,0.141,380.8,1.904,189.9,189.9,0,102,3.199,7.406
04/06/2021 18:00,18.25,46.77,2.111,10.94,0.145,293.2,1.466,126,126,0,102,2.399,5.879
04/06/2021 18:30,17.9,44.12,1.694,2.474,0.15,211.4,1.057,68.7,68.7,0,102,1.658,4.436
04/06/2021 19:00,17.3,45.27,1.501,15.15,0.144,132.1,0.66,18.67,18.67,0,102.1,0.958,2.944
04/06/2021 19:30,16.2,44.31,1.36,359.3,0.149,63.16,0.316,-19.8,-19.8,0,102.1,0.403,1.447
04/06/2021 20:00,14.76,48.48,0.878,340.8,0.153,9.98,0.05,-49.22,-49.22,0,102.1,0.112,0.236
04/06/2021 20:30,13.06,53.95,0.853,328.6,0.131,0.014,0,-55.93,-55.93,0,102.1,0.004,0.041
04/06/2021 21:00,12.02,58.59,0.597,336.3,0.153,0,0,-52.92,-52.92,0,102.2,0,0
04/06/2021 21:30,11.38,62.1,0.442,327.4,0.15,0,0,-50.66,-50.66,0,102.2,0,0
04/06/2021 22:00,10.65,66.68,0.583,324.1,0.134,0,0,-49.28,-49.28,0,102.2,0,0
04/06/2021 22:30,10.51,66.59,0.606,307.6,0.117,0,0,-51.55,-51.55,0,102.2,0,0
04/06/2021 23:00,9.69,70.21,0.497,305.9,0.12,0,0,-51.11,-51.11,0,102.2,0,0
04/06/2021 23:30,9.63,69.54,0.852,282.9,0.16,0,0,-53.68,-53.68,0,102.2,0,0
05/06/2021 00:00,9.15,73.23,0.478,308.7,0.139,0,0,-49.49,-49.49,0,102.2,0,0
05/06/2021 00:30,8.84,74.83,0.341,265.3,0.115,0,0,-52.04,-52.04,0,102.3,0,0
05/06/2021 01:00,8.41,77.87,0.488,278.4,0.15,0,0,-48.09,-48.09,0,102.3,0,0
05/06/2021 01:30,7.769,79.91,0.23,294.7,0.099,0,0,-48.22,-48.22,0,102.3,0,0
05/06/2021 02:00,7.786,83.9,0.662,303.6,0.142,0,0,-50.76,-50.76,0,102.3,0,0
05/06/2021 02:30,7.455,82.7,0.28,289,0.122,0,0,-51.81,-51.81,0,102.2,0,0
05/06/2021 03:00,6.821,86.4,0.349,288.6,0.128,0,0,-50.44,-50.44,0,102.2,0,0
05/06/2021 03:30,6.29,87.7,0.252,288.9,0.132,0,0,-50.11,-50.11,0,102.2,0,0
05/06/2021 04:00,5.827,89.4,0.184,289,0.1,0,0,-47.3,-47.3,0,102.2,0,0
05/06/2021 04:30,5.492,90.2,0.241,290.3,0.114,3.824,0.019,-44.07,-44.07,0,102.2,0.035,0.114
05/06/2021 05:00,5.854,91.6,0.132,290.7,0.093,30.84,0.154,-35.17,-35.17,0,102.2,0.162,0.396
05/06/2021 05:30,7.634,90.4,0.758,309.7,0.13,111.8,0.559,-20.33,-20.33,0,102.3,0.643,2.27
05/06/2021 06:00,9.29,84.6,0.792,313.2,0.124,183,0.915,-71.49,-71.49,0,102.3,1.289,3.778
05/06/2021 06:30,11.23,79.99,0.964,300.3,0.133,269.7,1.348,-49.41,-49.41,0,102.3,2.036,5.223
05/06/2021 07:00,12.87,77.8,0.858,306,0.127,358.4,1.792,77.48,77.48,0,102.3,2.827,6.62
05/06/2021 07:30,14.73,73.48,0.995,324.7,0.121,444.8,2.224,174.1,174.1,0,102.3,3.699,8.01
05/06/2021 08:00,15.26,70.68,1.511,329.2,0.127,531.6,2.658,239.3,239.3,0,102.4,4.629,9.67
05/06/2021 08:30,15.71,66.9,1.519,327.7,0.127,596,2.98,291.2,291.2,0,102.3,5.405,10.99
05/06/2021 09:00,16.32,61.62,1.322,306.3,0.12,690,3.45,368.6,368.6,0,102.3,6.664,13.06
05/06/2021 09:30,16.98,58.34,1.279,263.4,0.138,757.5,3.787,430.9,430.9,0,102.3,7.678,14.56
05/06/2021 10:00,17.95,54.4,1.161,275.1,0.088,751.5,3.757,435.3,435.3,0,102.3,7.811,14.48
05/06/2021 10:30,18.3,52.97,1.157,301.2,0.107,844,4.218,505.3,505.3,0,102.3,8.94,16.47
05/06/2021 11:00,18.79,51.47,1.375,270.3,0.076,825,4.127,509.2,509.2,0,102.3,8.89,16.29
05/06/2021 11:30,19.71,50.38,1.06,32.22,0.097,900,4.499,571.1,571.1,0,102.3,9.65,17.57
05/06/2021 12:00,20.07,46.74,1.405,304.5,0.091,916,4.58,581.9,581.9,0,102.3,9.83,17.82
05/06/2021 12:30,20.28,44.46,1.281,291.7,0.093,917,4.583,589.9,589.9,0,102.2,9.77,17.8
05/06/2021 13:00,20.58,43.76,1.258,3.384,0.082,902,4.512,582.9,582.9,0,102.2,9.56,17.38
05/06/2021 13:30,21.11,42.2,1.349,350.4,0.107,880,4.401,570.3,570.3,0,102.2,9.23,17
05/06/2021 14:00,21.52,41.66,1.091,346.2,0.111,838,4.191,543.1,543.1,0,102.2,8.66,16.11
05/06/2021 14:30,21.69,41.96,1.116,336.2,0.115,671.5,3.358,424.7,424.7,0,102.2,6.812,12.84
05/06/2021 15:00,22.07,40.83,1.424,323.9,0.112,735.9,3.679,468.5,468.5,0,102.2,7.404,14.35
05/06/2021 15:30,22.16,39.72,1.39,322.2,0.12,708.6,3.543,445.7,445.7,0,102.2,7.09,13.94
05/06/2021 16:00,22.27,40.73,1.845,324.9,0.119,584.3,2.921,357.1,357.1,0,102.2,5.714,11.49
05/06/2021 16:30,21.58,42.79,1.008,342.1,0.14,438.1,2.191,250,250,0,102.1,4.144,8.69
05/06/2021 17:00,21.8,45.57,1.22,356.3,0.153,271.6,1.358,133.8,133.8,0,102.1,2.587,5.593
05/06/2021 17:30,20.13,50.35,1.321,345.9,0.155,117.1,0.586,30.57,30.57,0,102.1,1.016,2.284
05/06/2021 18:00,19.27,55.09,1.665,354.4,0.152,91.7,0.459,11.97,11.97,0,102.1,0.783,1.687
05/06/2021 18:30,18.57,56.59,2.014,9.96,0.149,129.9,0.65,30.71,30.71,0,102.1,1.059,2.711
05/06/2021 19:00,18.74,54.4,1.594,23.58,0.136,124.9,0.624,21.45,21.45,0,102.1,0.948,2.879
05/06/2021 19:30,18.24,55.98,1.067,23.38,0.136,55.43,0.277,-18.53,-18.53,0,102.2,0.417,1.3
05/06/2021 20:00,16.73,60.73,0.755,19.64,0.136,7.679,0.038,-47.61,-47.61,0,102.2,0.125,0.219
05/06/2021 20:30,15.35,65.81,0.507,26.46,0.127,0.019,0,-50.93,-50.93,0,102.2,0.005,0.024
05/06/2021 21:00,14.61,67.95,0.522,28.34,0.119,0,0,-49.9,-49.9,0,102.2,0,0
05/06/2021 21:30,14.02,70.6,0.384,13.41,0.135,0,0,-44.42,-44.42,0,102.2,0,0
05/06/2021 22:00,13.09,75.62,0.406,3.969,0.185,0,0,-45.16,-45.16,0,102.3,0,0
05/06/2021 22:30,11.98,80.5,0.345,4.083,0.139,0,0,-43.19,-43.19,0,102.3,0,0
05/06/2021 23:00,11.81,81.2,0.347,3.544,0.146,0,0,-42.95,-42.95,0,102.3,0,0
05/06/2021 23:30,11.41,82.5,0.122,3.528,0.094,0,0,-43.96,-43.96,0,102.3,0,0
06/06/2021 00:00,10.69,85.2,0.375,3.568,0.128,0,0,-42.89,-42.89,0,102.3,0,0
06/06/2021 00:30,10.11,87.4,0.116,3.623,0.085,0,0,-39.65,-39.65,0,102.3,0,0
06/06/2021 01:00,10.25,88.6,0.552,332.8,0.142,0,0,-34.83,-34.83,0,102.3,0,0
06/06/2021 01:30,10.58,88,0.532,323.2,0.125,0,0,-31.68,-31.68,0,102.3,0,0
06/06/2021 02:00,10.28,87.9,0.396,324.7,0.13,0,0,-42.61,-42.61,0,102.3,0,0
06/06/2021 02:30,9.85,88.2,0.169,324.7,0.108,0,0,-44.91,-44.91,0,102.2,0,0
06/06/2021 03:00,9.48,88.6,0.067,324.6,0.057,0,0,-43.37,-43.37,0,102.2,0,0
06/06/2021 03:30,9.35,89.8,0.337,324.5,0.092,0,0,-40.49,-40.49,0,102.2,0,0
06/06/2021 04:00,9.08,90.1,0.512,324.5,0.109,0,0,-34.88,-34.88,0,102.2,0,0.001
06/06/2021 04:30,8.87,90.9,0.295,338.1,0.095,4.39,0.022,-31.47,-31.47,0,102.2,0.035,0.126
06/06/2021 05:00,9.02,91,0.052,340.4,0.049,20.03,0.1,-31.52,-31.52,0,102.2,0.173,0.321
06/06/2021 05:30,9.98,90.8,0.52,328.6,0.113,106.4,0.532,-15.16,-15.16,0,102.2,0.697,2.28
06/06/2021 06:00,11.6,86.9,1.192,319,0.128,197.4,0.987,-18.5,-18.5,0,102.2,1.584,4.524
06/06/2021 06:30,12.64,81.5,0.873,332.2,0.135,129,0.645,25.44,25.44,0,102.2,1.062,2.467
06/06/2021 07:00,13.67,79.16,0.525,349.3,0.135,235.2,1.176,75.98,75.98,0,102.2,2.041,4.748
06/06/2021 07:30,16.41,67.11,0.478,85.1,0.086,427.3,2.137,179.4,179.4,0,102.2,4.177,8.7
06/06/2021 08:00,18.27,60.9,0.553,141.5,0.118,508.7,2.543,241.3,241.3,0,102.2,5.449,10.4
06/06/2021 08:30,19.24,58.06,0.943,111.9,0.098,589.7,2.949,309.2,309.2,0,102.2,6.506,12.35
06/06/2021 09:00,19.98,55.02,0.712,82.6,0.093,666,3.33,368.1,368.1,0,102.2,7.527,13.98
06/06/2021 09:30,20.35,54.12,0.942,77.35,0.085,586.3,2.932,330.9,330.9,0,102.2,6.613,12.11
06/06/2021 10:00,19.9,53.93,0.537,53.57,0.114,437.2,2.186,234.1,234.1,0,102.2,4.684,8.98
06/06/2021 10:30,20.46,52.97,0.864,249.4,0.091,504.6,2.523,299.6,299.6,0,102.2,5.22,10.85
06/06/2021 11:00,21,51.84,1.14,313.3,0.126,668.1,3.34,422,422,0,102.2,7.123,14.66
06/06/2021 11:30,21.3,52.38,1.17,14.24,0.146,671,3.355,437.3,437.3,0,102.2,7.098,15.05
06/06/2021 12:00,21.69,49.87,0.856,36,0.119,484.3,2.422,296.6,296.6,0,102.2,5.045,11.23
06/06/2021 12:30,21.6,50.07,1.019,25.95,0.117,497.9,2.489,307.4,307.4,0,102.1,5.221,11.4
06/06/2021 13:00,21.31,52.3,1.203,33.59,0.127,450.3,2.251,276.8,276.8,0,102.1,4.659,10.73
06/06/2021 13:30,21.31,51.73,0.98,15.23,0.137,392.1,1.961,234.4,234.4,0,102.1,4.085,9.28
06/06/2021 14:00,21.39,51.92,1.254,353.5,0.141,437.6,2.188,262.4,262.4,0,102.1,4.585,10.18
06/06/2021 14:30,22.15,50.99,0.984,7.922,0.139,491.4,2.457,305.9,305.9,0,102.1,5.111,11.37
06/06/2021 15:00,21.63,53.59,1.125,16.2,0.141,328.6,1.643,190.1,190.1,0,102.1,3.319,7.722
06/06/2021 15:30,21.76,53.48,1.142,1.032,0.144,393.7,1.968,236.5,236.5,0,102.1,3.947,9.04
06/06/2021 16:00,22.12,52.2,1.035,2.638,0.139,365.3,1.826,216.8,216.8,0,102,3.667,8.38
06/06/2021 16:30,22.31,51.38,0.996,39.26,0.118,431.6,2.158,256.3,256.3,0,102,4.286,9.62
06/06/2021 17:00,22.59,51.59,1.315,3.636,0.148,524.4,2.622,326.5,326.5,0,102,5.014,11.83
06/06/2021 17:30,22.21,52.74,1.285,24.2,0.121,277.8,1.389,144.9,144.9,0,102,2.676,6.195
06/06/2021 18:00,21.83,53.64,1.011,52.3,0.127,267.8,1.339,129.9,129.9,0,102,2.299,5.929
06/06/2021 18:30,21.74,53.49,1.372,34.78,0.123,223.1,1.116,92.6,92.6,0,102,1.842,5.198
06/06/2021 19:00,20.32,57.71,1.802,19.8,0.145,127.3,0.636,24.82,24.82,0,102,0.933,3.068
06/06/2021 19:30,19.39,59.49,1.256,24.29,0.134,52.56,0.263,-20.32,-20.32,0,102,0.375,1.304
06/06/2021 20:00,17.45,65.55,0.964,15.28,0.152,6.046,0.03,-49.65,-49.65,0,102,0.096,0.164
06/06/2021 20:30,16.01,71.32,0.905,12,0.154,0.052,0,-51.86,-51.86,0,102,0.006,0.036
06/06/2021 21:00,15.13,74.84,0.582,12.56,0.171,0,0,-49.93,-49.93,0,102.1,0,0
06/06/2021 21:30,14.43,77.52,0.531,3.846,0.156,0,0,-47.5,-47.5,0,102.1,0,0
06/06/2021 22:00,14.04,79.63,0.19,8.77,0.086,0,0,-49.35,-49.35,0,102.1,0,0
06/06/2021 22:30,13.87,80.7,0.577,346.4,0.149,0,0,-45.29,-45.29,0,102.1,0,0
06/06/2021 23:00,13.23,81.9,0.531,318.5,0.116,0,0,-43.92,-43.92,0,102.1,0,0
06/06/2021 23:30,12.52,84.2,0.177,303.1,0.103,0,0,-45.43,-45.43,0,102.1,0,0
07/06/2021 00:00,11.92,86.4,0.204,302.4,0.1,0,0,-42.03,-42.03,0,102.1,0,0
07/06/2021 00:30,11.57,88.1,0.097,302.5,0.064,0,0,-42.44,-42.44,0,102.1,0,0
07/06/2021 01:00,11.03,89.2,0.317,302.3,0.1,0,0,-42.88,-42.88,0,102.1,0,0
07/06/2021 01:30,10.82,90,0.353,302.3,0.127,0,0,-42.52,-42.52,0,102.1,0,0
07/06/2021 02:00,10.8,90.8,0.36,291.2,0.108,0,0,-43.81,-43.81,0,102,0,0
07/06/2021 02:30,10.52,90.8,0.226,275.6,0.127,0,0,-43.76,-43.76,0,102,0,0
07/06/2021 03:00,10.09,91.2,0.187,275.6,0.101,0,0,-35.14,-35.14,0,102,0,0
07/06/2021 03:30,10.58,92.2,0.604,304.5,0.124,0,0,-22.79,-22.79,0,102,0,0
07/06/2021 04:00,11.55,92.2,0.36,326.3,0.105,0.456,0.002,-6.124,-6.124,0,102,0,0.005
07/06/2021 04:30,11.81,92.2,0.731,293.8,0.146,5.458,0.027,-1.343,-1.343,0,102,0.025,0.129
07/06/2021 05:00,12.62,92.9,0.635,346.6,0.118,30.2,0.151,11.95,11.95,0,102,0.209,0.662
07/06/2021 05:30,13.25,92.8,0.793,22.41,0.141,43.81,0.219,19.42,19.42,0,102,0.311,0.88
07/06/2021 06:00,13.69,92.8,0.628,15.81,0.147,70.59,0.353,33.32,33.32,0,102,0.441,1.4
07/06/2021 06:30,14.12,92.4,0.867,13.63,0.158,136.2,0.681,62.16,62.16,0,102.1,1.005,2.835
07/06/2021 07:00,14.91,91.2,0.766,30.38,0.127,225.3,1.126,78.68,78.68,0,102.1,1.861,4.709
07/06/2021 07:30,16.64,84.1,0.929,5.767,0.149,415.2,2.076,167.8,167.8,0,102.1,3.841,9.03
07/06/2021 08:00,19,69.81,0.772,44.65,0.111,551.4,2.757,267,267,0,102.1,5.628,11.89
07/06/2021 08:30,20.12,64.83,0.965,22.52,0.099,657.4,3.287,351.3,351.3,0,102.1,7.081,14.54
07/06/2021 09:00,21.19,60.47,0.885,70.44,0.087,693.2,3.466,392.1,392.1,0,102.1,6.037,11.91
07/06/2021 09:30,20.95,61.4,1.025,50.64,0.099,692.4,3.462,401.5,401.5,0,102.1,4.859,9.12
07/06/2021 10:00,21.33,60.06,0.995,68.82,0.064,690.7,3.453,411.9,411.9,0,102,5.32,9.99
07/06/2021 10:30,20.86,60.88,0.923,1.917,0.113,425.6,2.128,238.9,238.9,0,102,3.409,7.144
07/06/2021 11:00,21.86,56.76,0.692,6.592,0.135,571,2.855,349.4,349.4,0,102,5.023,10.43
07/06/2021 11:30,23.56,52.69,0.94,359.9,0.091,995,4.977,670.6,670.6,0,102,9.63,18.96
07/06/2021 12:00,22.38,53.13,1.461,317.5,0.131,573.3,2.866,356.4,356.4,0,102,5.435,11.62
07/06/2021 12:30,22.46,49.41,1.482,283.4,0.148,670.3,3.352,431.6,431.6,0,102,6.383,13.32
07/06/2021 13:00,24.16,49.01,1.003,8.12,0.114,904,4.518,616.4,616.4,0,102,9.18,19.26
07/06/2021 13:30,23.38,48.07,0.871,131.1,0.087,272.5,1.362,145,145,0,101.9,2.416,6.332
07/06/2021 14:00,23.5,47.84,0.683,100,0.107,440.5,2.202,271.5,271.5,0,101.9,4.094,9.75
07/06/2021 14:30,24.07,46.43,0.994,353.3,0.102,645,3.225,411.3,411.3,0,101.9,6.282,13.94
07/06/2021 15:00,25.35,40.89,1.071,309.6,0.09,836,4.179,564.4,564.4,0,101.9,8.31,18.41
07/06/2021 15:30,24.39,47.34,1.58,343.6,0.083,457.6,2.288,289.3,289.3,0,101.9,4.562,10.43
07/06/2021 16:00,23.04,54.83,1.314,35.6,0.124,247.9,1.239,124.2,124.2,0,101.9,2.298,5.629
07/06/2021 16:30,22.18,58.99,1.379,49.76,0.119,222.1,1.111,103.9,103.9,0,101.9,2.057,5.136
07/06/2021 17:00,21.91,60.24,1.131,27.19,0.128,194,0.97,84.9,84.9,0,101.9,1.822,4.995
07/06/2021 17:30,21.98,60.25,1.465,9.4,0.148,267.6,1.338,133.1,133.1,0,101.9,2.516,6.519
07/06/2021 18:00,21.85,58.64,1.022,26.31,0.136,167.2,0.836,61.16,61.16,0,101.9,1.518,3.943
07/06/2021 18:30,21.14,61.4,1.031,18.32,0.145,120.9,0.605,31.8,31.8,0,101.9,1.012,2.905
07/06/2021 19:00,20.7,64.63,1.048,18.39,0.151,94.3,0.471,17.22,17.22,0,101.9,0.759,2.305
07/06/2021 19:30,20.31,66.91,0.62,28.06,0.159,65.28,0.326,-1.583,-1.583,0,101.9,0.435,1.81
07/06/2021 20:00,19.82,65.66,0.563,28.37,0.145,24.4,0.122,-25.96,-25.96,0,101.9,0.22,0.723
07/06/2021 20:30,17.96,71.58,0.774,16.43,0.161,0.957,0.005,-43.31,-43.31,0,101.9,0.014,0.102
07/06/2021 21:00,16.88,75.38,1.543,332.8,0.141,0,0,-51.49,-51.49,0,102,0,0
07/06/2021 21:30,15.98,78.83,1.103,345.4,0.147,0,0,-52.1,-52.1,0,102,0,0
07/06/2021 22:00,15.24,82.8,1.274,333.5,0.144,0,0,-51.82,-51.82,0,102,0,0
07/06/2021 22:30,14.52,85,1.068,338,0.147,0,0,-50.84,-50.84,0,102,0,0
07/06/2021 23:00,14.01,86.1,0.763,334,0.137,0,0,-47.49,-47.49,0,102,0,0
07/06/2021 23:30,13.55,87.3,0.602,320.8,0.124,0,0,-45.1,-45.1,0,102,0,0
08/06/2021 00:00,12.93,88.1,0.316,317.1,0.102,0,0,-42.78,-42.78,0,102,0,0
08/06/2021 00:30,12.48,89.2,0.31,321.4,0.105,0,0,-42.55,-42.55,0,102,0,0
08/06/2021 01:00,12.15,89.9,0.327,312.8,0.087,0,0,-42.42,-42.42,0,102,0,0
08/06/2021 01:30,11.73,90.2,0.072,312.8,0.027,0,0,-43.83,-43.83,0,102,0,0
08/06/2021 02:00,11.36,90.8,0.052,312.8,0.033,0,0,-40.5,-40.5,0,102,0,0
08/06/2021 02:30,10.99,91.2,0,312.8,0,0,0,-40.74,-40.74,0,102,0,0
08/06/2021 03:00,10.69,91.4,0.145,312.8,0.033,0,0,-38.66,-38.66,0,102,0,0
08/06/2021 03:30,10.59,92,0.399,312.9,0.082,0,0,-38.85,-38.85,0,102,0,0
08/06/2021 04:00,10.66,92.2,0.333,312.8,0.095,0,0,-38.94,-38.94,0,102,0,0.015
08/06/2021 04:30,10.26,92.6,0.352,315.9,0.123,4.752,0.024,-33.75,-33.75,0,102,0.041,0.157
08/06/2021 05:00,10.31,92.7,0.309,320.7,0.128,28.98,0.145,-25.37,-25.37,0,102,0.196,0.499
08/06/2021 05:30,11.38,92.6,0.79,315.2,0.12,99.3,0.496,-14.74,-14.74,0,102,0.571,2.495
08/06/2021 06:00,12.58,91.1,0.734,321,0.137,179.1,0.896,-56.47,-56.47,0,102,1.236,4.479
08/06/2021 06:30,14.49,88.5,0.626,344.6,0.154,256.6,1.283,-43.43,-43.43,0,102,2.061,6.272
08/06/2021 07:00,16.1,81.2,0.595,346.2,0.154,337.2,1.686,62.24,62.24,0,102,2.651,6.92
08/06/2021 07:30,17.85,73.73,0.584,338.7,0.144,423,2.115,165.2,165.2,0,102,3.172,7.437
08/06/2021 08:00,19.65,66.76,0.545,55.31,0.123,507.8,2.539,240.8,240.8,0,102,3.897,8.54
08/06/2021 08:30,20.72,62.43,0.816,135.6,0.117,587.8,2.939,307.6,307.6,0,102,4.779,10.04
08/06/2021 09:00,21.48,60.35,0.794,134.8,0.116,659.8,3.299,368,368,0,102,5.764,11.87
08/06/2021 09:30,22.57,58.12,0.802,138.8,0.098,721.8,3.609,422.4,422.4,0,102,6.719,13.69
08/06/2021 10:00,23.43,54.69,0.854,160.1,0.095,778,3.89,476.2,476.2,0,101.9,7.554,15.36
08/06/2021 10:30,23.9,51.63,1.128,236.2,0.078,822,4.109,521.6,521.6,0,101.9,8.14,16.66
08/06/2021 11:00,24.49,48.55,1.425,193,0.094,822,4.112,529,529,0,101.9,8.06,16.96
08/06/2021 11:30,24.9,46.45,1.338,204.4,0.103,795.4,3.977,522.5,522.5,0,101.9,7.657,16.65
08/06/2021 12:00,25.43,42.76,1.885,231.7,0.106,966,4.83,659.7,659.7,0,101.9,9.43,20.57
08/06/2021 12:30,25.52,43.1,1.673,229.4,0.115,956,4.779,655.4,655.4,0,101.9,9.23,20.26
08/06/2021 13:00,26.05,38.84,1.615,199.7,0.134,837,4.187,573.8,573.8,0,101.9,7.937,17.75
08/06/2021 13:30,26.58,38.78,1.089,201.3,0.101,706,3.53,473.5,473.5,0,101.8,6.707,15.14
08/06/2021 14:00,26.47,39.93,1.23,177.9,0.079,712.7,3.564,477.5,477.5,0,101.8,6.523,15.5
08/06/2021 14:30,26.7,37.71,1.96,235.3,0.105,814,4.071,557.5,557.5,0,101.8,7.503,17.09
08/06/2021 15:00,27.01,35.23,1.504,199.7,0.107,631.8,3.159,417.6,417.6,0,101.8,5.694,13.32
08/06/2021 15:30,26.16,38.61,1.126,293.8,0.109,427.8,2.139,258.6,258.6,0,101.8,3.636,9.18
08/06/2021 16:00,26.71,38.06,1.367,277.6,0.131,431.8,2.159,269.5,269.5,0,101.8,3.696,9.36
08/06/2021 16:30,26.44,38.99,1.9,252.6,0.142,478.7,2.394,293.9,293.9,0,101.8,4.021,10.39
08/06/2021 17:00,26.18,40.95,1.291,274.7,0.135,259.3,1.297,133.1,133.1,0,101.8,2.121,5.542
08/06/2021 17:30,25.25,44.85,0.69,288.8,0.109,125.9,0.63,45.83,45.83,0,101.8,1.006,2.921
08/06/2021 18:00,24.75,50.05,0.612,350,0.117,75.82,0.379,29.3,29.3,0,101.8,0.527,2.253
08/06/2021 18:30,23.93,58.78,1.681,20.36,0.138,165.8,0.829,83.1,83.1,0,101.8,1.247,4.581
08/06/2021 19:00,23.16,59.77,1.731,7.338,0.157,125.7,0.629,45.67,45.67,0,101.8,0.89,3.338
08/06/2021 19:30,21.5,62.27,1.581,1.584,0.148,34.71,0.174,-23.86,-23.86,0,101.8,0.239,0.76
08/06/2021 20:00,20.53,67.36,1.448,355.9,0.156,20.57,0.103,-34.2,-34.2,0,101.8,0.155,0.518
08/06/2021 20:30,18.97,71.67,1.587,343.5,0.148,0.512,0.003,-48.5,-48.5,0,101.9,0.008,0.089
08/06/2021 21:00,17.45,75.16,1.501,341.3,0.141,0,0,-49.15,-49.15,0,101.9,0,0
08/06/2021 21:30,16.4,77.9,1.136,321.9,0.133,0,0,-46.7,-46.7,0,101.9,0,0
08/06/2021 22:00,15.74,78.69,1.287,296,0.146,0,0,-48.96,-48.96,0,101.9,0,0
08/06/2021 22:30,15.17,79.64,0.974,312.6,0.135,0,0,-39.95,-39.95,0,101.9,0,0
08/06/2021 23:00,14.85,80.3,1.021,316.8,0.13,0,0,-37.85,-37.85,0,101.9,0,0
08/06/2021 23:30,14.47,80.7,0.884,306.4,0.135,0,0,-32.78,-32.78,0,101.9,0,0
09/06/2021 00:00,14.3,81.3,0.768,302.1,0.152,0,0,-37.3,-37.3,0,101.9,0,0
09/06/2021 00:30,13.87,83.7,0.622,287.7,0.159,0,0,-44.36,-44.36,0,101.9,0,0
09/06/2021 01:00,13.3,85.3,0.691,283.2,0.158,0,0,-42.03,-42.03,0,101.9,0,0
09/06/2021 01:30,13.01,85.9,0.955,311,0.135,0,0,-43.41,-43.41,0,101.9,0,0
09/06/2021 02:00,12.82,86.5,0.951,293.4,0.153,0,0,-40.27,-40.27,0,101.9,0,0
09/06/2021 02:30,12.64,87.4,0.926,307.1,0.135,0,0,-30.36,-30.36,0,101.9,0,0
09/06/2021 03:00,12.69,87.8,0.814,312.1,0.115,0,0,-28.54,-28.54,0,101.8,0,0
09/06/2021 03:30,12.72,88,1.202,308.6,0.14,0,0,-25,-25,0,101.9,0,0
09/06/2021 04:00,12.68,88,0.863,319.4,0.121,0,0,-35.04,-35.04,0,101.8,0,0.001
09/06/2021 04:30,12.43,88.1,0.814,321.2,0.12,2.172,0.011,-40.46,-40.46,0,101.8,0.023,0.096
09/06/2021 05:00,12.3,88.4,1.169,315.9,0.117,12.34,0.062,-37.59,-37.59,0,101.8,0.091,0.194
09/06/2021 05:30,12.29,88.4,0.9,304.6,0.135,62.64,0.313,-27.59,-27.59,0,101.9,0.363,1.559
09/06/2021 06:00,13.34,86,1.115,317.5,0.129,151.3,0.757,-46.33,-46.33,0,101.9,0.928,3.99
09/06/2021 06:30,14.51,81.7,1.249,326.5,0.136,246.1,1.23,-37.31,-37.31,0,101.9,1.733,6.246
09/06/2021 07:00,16.08,76.89,1.011,328.1,0.13,335.5,1.677,82.8,82.8,0,101.9,2.693,8.08
09/06/2021 07:30,17.15,74.41,1.273,346.1,0.133,424.8,2.124,176.8,176.8,0,101.9,3.617,9.97
09/06/2021 08:00,18.11,71.64,1.602,321.6,0.123,510.1,2.55,246.5,246.5,0,101.9,4.509,11.7
09/06/2021 08:30,18.68,69.86,1.743,326.3,0.133,589.2,2.946,306.2,306.2,0,101.9,5.312,13.19
09/06/2021 09:00,19.54,67.89,1.681,332.2,0.127,662.3,3.312,367.9,367.9,0,101.9,6.049,14.51
09/06/2021 09:30,20.51,66.03,1.811,334.2,0.132,722.2,3.611,421.7,421.7,0,101.9,6.65,15.58
09/06/2021 10:00,20.98,64.99,1.792,334,0.136,777.7,3.889,473.1,473.1,0,101.9,7.152,16.53
